log_id,batch_id,equip_id,plant_id,process_step,step_start,step_end,ideal_duration_minutes,actual_duration_minutes,downtime_minutes,outcome,run_time_minutes,availability,performance,quality,oee
LOG-005130,BCH-01391,EQ-304,PLT-003,Step 4 – Coating,2024-01-29 14:01:32,2024-01-29 16:31:32,150,150.0,0.0,completed,150.0,0.9711,0.9433,0.9298,0.8517
LOG-005131,BCH-01392,EQ-301,PLT-003,Step 1 – Granulation,2024-01-30 07:27:23,2024-01-30 09:21:16,90,113.9,23.9,completed,90.0,0.9156,0.8879,0.9461,0.7691
LOG-005132,BCH-01392,EQ-302,PLT-003,Step 2 – Blending,2024-01-30 09:21:16,2024-01-30 10:26:27,60,65.2,5.2,completed,60.0,0.9573,0.9282,0.9599,0.8529
LOG-005133,BCH-01392,EQ-303,PLT-003,Step 3 – Compression,2024-01-30 10:26:27,2024-01-30 12:26:27,120,120.0,0.0,completed,120.0,0.9832,0.9454,0.9798,0.9107
LOG-005134,BCH-01392,EQ-304,PLT-003,Step 4 – Coating,2024-01-30 12:26:27,2024-01-30 14:56:27,150,150.0,0.0,completed,150.0,0.9363,0.9945,0.9804,0.9129
LOG-005135,BCH-01393,EQ-301,PLT-003,Step 1 – Granulation,2024-01-30 08:44:15,2024-01-30 10:14:15,90,90.0,0.0,completed,90.0,0.9743,0.9472,0.9308,0.859
LOG-005136,BCH-01393,EQ-302,PLT-003,Step 2 – Blending,2024-01-30 10:14:15,2024-01-30 11:14:15,60,60.0,0.0,completed,60.0,0.987,0.9701,0.9384,0.8985
LOG-005137,BCH-01393,EQ-303,PLT-003,Step 3 – Compression,2024-01-30 11:14:15,2024-01-30 13:14:15,120,120.0,0.0,completed,120.0,0.9763,0.9913,0.9581,0.9273
LOG-005138,BCH-01393,EQ-304,PLT-003,Step 4 – Coating,2024-01-30 13:14:15,2024-01-30 15:44:15,150,150.0,0.0,completed,150.0,0.9546,0.9419,0.9671,0.8696
LOG-005139,BCH-01394,EQ-301,PLT-003,Step 1 – Granulation,2024-01-30 10:18:16,2024-01-30 11:48:16,90,90.0,0.0,completed,90.0,0.9375,0.967,0.9668,0.8765
LOG-005140,BCH-01394,EQ-302,PLT-003,Step 2 – Blending,2024-01-30 11:48:16,2024-01-30 12:48:16,60,60.0,0.0,completed,60.0,0.9481,0.9706,0.9132,0.8404
LOG-005141,BCH-01394,EQ-303,PLT-003,Step 3 – Compression,2024-01-30 12:48:16,2024-01-30 14:48:16,120,120.0,0.0,completed,120.0,0.9637,0.9531,0.9562,0.8783
LOG-005142,BCH-01394,EQ-304,PLT-003,Step 4 – Coating,2024-01-30 14:48:16,2024-01-30 17:18:16,150,150.0,0.0,completed,150.0,0.9534,0.9493,0.9432,0.8537
LOG-005143,BCH-01395,EQ-301,PLT-003,Step 1 – Granulation,2024-01-30 21:34:15,2024-01-30 23:04:15,90,90.0,0.0,completed,90.0,0.9362,0.9721,0.9663,0.8794
LOG-005144,BCH-01395,EQ-302,PLT-003,Step 2 – Blending,2024-01-30 23:04:15,2024-01-31 00:57:08,60,112.9,52.9,completed,60.00000000000001,0.8391,0.7807,0.9674,0.6337
LOG-005145,BCH-01395,EQ-303,PLT-003,Step 3 – Compression,2024-01-31 00:57:08,2024-01-31 04:28:53,120,211.8,91.8,completed,120.0,0.8501,0.8277,0.9584,0.6744
LOG-005146,BCH-01395,EQ-304,PLT-003,Step 4 – Coating,2024-01-31 04:28:53,2024-01-31 06:26:10,150,117.3,0.0,aborted,117.3,0.9382,0.9428,0.6965,0.6161
LOG-005147,BCH-01396,EQ-301,PLT-003,Step 1 – Granulation,2024-01-31 08:37:31,2024-01-31 10:07:31,90,90.0,0.0,completed,90.0,0.9626,0.943,0.9422,0.8553
LOG-005148,BCH-01396,EQ-302,PLT-003,Step 2 – Blending,2024-01-31 10:07:31,2024-01-31 11:07:31,60,60.0,0.0,completed,60.0,0.9512,0.9609,0.9387,0.858
LOG-005149,BCH-01396,EQ-303,PLT-003,Step 3 – Compression,2024-01-31 11:07:31,2024-01-31 13:07:31,120,120.0,0.0,completed,120.0,0.9561,0.9831,0.99,0.9305
LOG-005150,BCH-01396,EQ-304,PLT-003,Step 4 – Coating,2024-01-31 13:07:31,2024-01-31 15:37:31,150,150.0,0.0,completed,150.0,0.9691,0.9653,0.9615,0.8995
LOG-005151,BCH-01397,EQ-301,PLT-003,Step 1 – Granulation,2024-01-31 12:21:59,2024-01-31 13:51:59,90,90.0,0.0,completed,90.0,0.9551,0.982,0.9328,0.8749
LOG-005152,BCH-01397,EQ-302,PLT-003,Step 2 – Blending,2024-01-31 13:51:59,2024-01-31 14:56:59,60,65.0,5.0,completed,60.0,0.9142,0.9077,0.9827,0.8155
LOG-005153,BCH-01397,EQ-303,PLT-003,Step 3 – Compression,2024-01-31 14:56:59,2024-01-31 16:56:59,120,120.0,0.0,completed,120.0,0.9641,0.9623,0.9294,0.8623
LOG-005154,BCH-01397,EQ-304,PLT-003,Step 4 – Coating,2024-01-31 16:56:59,2024-01-31 19:26:59,150,150.0,0.0,completed,150.0,0.9562,0.9743,0.954,0.8888
LOG-005155,BCH-01398,EQ-301,PLT-003,Step 1 – Granulation,2024-01-31 12:26:35,2024-01-31 13:56:35,90,90.0,0.0,completed,90.0,0.9551,0.9126,0.9872,0.8605
LOG-005156,BCH-01398,EQ-302,PLT-003,Step 2 – Blending,2024-01-31 13:56:35,2024-01-31 14:56:35,60,60.0,0.0,completed,60.0,0.9468,0.9774,0.9627,0.8909
LOG-005157,BCH-01398,EQ-303,PLT-003,Step 3 – Compression,2024-01-31 14:56:35,2024-01-31 15:32:27,120,35.9,0.0,aborted,35.9,0.9501,0.937,0.6776,0.6032
LOG-005158,BCH-01399,EQ-301,PLT-003,Step 1 – Granulation,2024-01-31 19:18:46,2024-01-31 20:48:46,90,90.0,0.0,completed,90.0,0.9549,0.9333,0.9682,0.8629
LOG-005159,BCH-01399,EQ-302,PLT-003,Step 2 – Blending,2024-01-31 20:48:46,2024-01-31 21:57:54,60,69.1,9.1,completed,59.99999999999999,0.9012,0.9399,0.9215,0.7805
LOG-005160,BCH-01399,EQ-303,PLT-003,Step 3 – Compression,2024-01-31 21:57:54,2024-02-01 00:44:44,120,166.8,46.8,completed,120.0,0.8804,0.9124,0.9742,0.7826
LOG-005161,BCH-01399,EQ-304,PLT-003,Step 4 – Coating,2024-02-01 00:44:44,2024-02-01 03:14:44,150,150.0,0.0,completed,150.0,0.981,0.9427,0.9774,0.9039
LOG-005162,BCH-01400,EQ-301,PLT-003,Step 1 – Granulation,2024-02-01 05:56:29,2024-02-01 07:26:29,90,90.0,0.0,completed,90.0,0.9593,0.9255,0.951,0.8443
LOG-005163,BCH-01400,EQ-302,PLT-003,Step 2 – Blending,2024-02-01 07:26:29,2024-02-01 08:26:29,60,60.0,0.0,completed,60.0,0.958,0.9892,0.947,0.8974
LOG-005164,BCH-01400,EQ-303,PLT-003,Step 3 – Compression,2024-02-01 08:26:29,2024-02-01 10:26:29,120,120.0,0.0,completed,120.0,0.95,0.9593,0.9543,0.8697
LOG-005165,BCH-01400,EQ-304,PLT-003,Step 4 – Coating,2024-02-01 10:26:29,2024-02-01 12:56:29,150,150.0,0.0,completed,150.0,0.9308,0.9522,0.946,0.8384
LOG-005166,BCH-01401,EQ-301,PLT-003,Step 1 – Granulation,2024-02-01 18:15:49,2024-02-01 19:45:49,90,90.0,0.0,completed,90.0,0.9761,0.9521,0.9716,0.903
LOG-005167,BCH-01401,EQ-302,PLT-003,Step 2 – Blending,2024-02-01 19:45:49,2024-02-01 20:45:49,60,60.0,0.0,completed,60.0,0.9775,1.0,0.9685,0.9467
LOG-005168,BCH-01401,EQ-303,PLT-003,Step 3 – Compression,2024-02-01 20:45:49,2024-02-01 22:45:49,120,120.0,0.0,completed,120.0,0.9509,0.9596,0.9595,0.8755
LOG-005169,BCH-01401,EQ-304,PLT-003,Step 4 – Coating,2024-02-01 22:45:49,2024-02-02 01:15:49,150,150.0,0.0,completed,150.0,0.9478,0.9596,0.9571,0.8705
LOG-005170,BCH-01402,EQ-301,PLT-003,Step 1 – Granulation,2024-02-01 18:21:55,2024-02-01 20:16:58,90,115.0,25.0,completed,90.0,0.8733,0.8992,0.9818,0.771
LOG-005171,BCH-01402,EQ-302,PLT-003,Step 2 – Blending,2024-02-01 20:16:58,2024-02-01 21:22:03,60,65.1,5.1,completed,59.99999999999999,0.9507,0.9431,0.9334,0.8369
LOG-005172,BCH-01402,EQ-303,PLT-003,Step 3 – Compression,2024-02-01 21:22:03,2024-02-01 23:22:03,120,120.0,0.0,completed,120.0,0.9464,0.9702,1.0,0.9182
LOG-005173,BCH-01402,EQ-304,PLT-003,Step 4 – Coating,2024-02-01 23:22:03,2024-02-02 01:52:03,150,150.0,0.0,completed,150.0,0.8966,0.9422,0.9543,0.8062
LOG-005174,BCH-01403,EQ-301,PLT-003,Step 1 – Granulation,2024-02-01 19:24:10,2024-02-01 21:12:22,90,108.2,18.2,completed,90.0,0.91,0.906,0.9616,0.7928
LOG-005175,BCH-01403,EQ-302,PLT-003,Step 2 – Blending,2024-02-01 21:12:22,2024-02-01 22:12:22,60,60.0,0.0,completed,60.0,0.944,0.9593,0.9346,0.8464
LOG-005176,BCH-01403,EQ-303,PLT-003,Step 3 – Compression,2024-02-01 22:12:22,2024-02-02 00:12:22,120,120.0,0.0,completed,120.0,0.9209,0.9276,0.9909,0.8465
LOG-005177,BCH-01403,EQ-304,PLT-003,Step 4 – Coating,2024-02-02 00:12:22,2024-02-02 02:42:22,150,150.0,0.0,completed,150.0,0.9803,0.9384,0.9542,0.8778
LOG-005178,BCH-01404,EQ-301,PLT-003,Step 1 – Granulation,2024-02-02 10:29:39,2024-02-02 11:59:39,90,90.0,0.0,completed,90.0,0.9422,0.9868,0.9657,0.8979
LOG-005179,BCH-01404,EQ-302,PLT-003,Step 2 – Blending,2024-02-02 11:59:39,2024-02-02 13:14:52,60,75.2,15.2,completed,60.0,0.8868,0.9024,0.9486,0.7591
LOG-005180,BCH-01404,EQ-303,PLT-003,Step 3 – Compression,2024-02-02 13:14:52,2024-02-02 15:14:52,120,120.0,0.0,completed,120.0,0.9804,0.9928,0.9906,0.9642
LOG-005181,BCH-01404,EQ-304,PLT-003,Step 4 – Coating,2024-02-02 15:14:52,2024-02-02 17:44:52,150,150.0,0.0,completed,150.0,0.9693,0.9618,0.9511,0.8867
LOG-005182,BCH-01405,EQ-301,PLT-003,Step 1 – Granulation,2024-02-03 19:19:15,2024-02-03 20:49:15,90,90.0,0.0,completed,90.0,0.9319,0.9536,0.9695,0.8616
LOG-005183,BCH-01405,EQ-302,PLT-003,Step 2 – Blending,2024-02-03 20:49:15,2024-02-03 21:49:15,60,60.0,0.0,completed,60.0,0.9405,0.9503,0.9463,0.8458
LOG-005184,BCH-01405,EQ-303,PLT-003,Step 3 – Compression,2024-02-03 21:49:15,2024-02-03 23:49:15,120,120.0,0.0,completed,120.0,0.9313,0.9728,0.9314,0.8438
LOG-005185,BCH-01405,EQ-304,PLT-003,Step 4 – Coating,2024-02-03 23:49:15,2024-02-04 02:19:15,150,150.0,0.0,completed,150.0,0.931,0.9306,0.9362,0.8111
LOG-005186,BCH-01406,EQ-301,PLT-003,Step 1 – Granulation,2024-02-04 05:58:44,2024-02-04 07:28:44,90,90.0,0.0,completed,90.0,0.9337,0.955,0.9173,0.8179
LOG-005187,BCH-01406,EQ-302,PLT-003,Step 2 – Blending,2024-02-04 07:28:44,2024-02-04 08:28:44,60,60.0,0.0,completed,60.0,0.9606,0.9536,0.9586,0.8781
LOG-005188,BCH-01406,EQ-303,PLT-003,Step 3 – Compression,2024-02-04 08:28:44,2024-02-04 10:28:44,120,120.0,0.0,completed,120.0,0.942,0.9498,0.99,0.8858
LOG-005189,BCH-01406,EQ-304,PLT-003,Step 4 – Coating,2024-02-04 10:28:44,2024-02-04 12:58:44,150,150.0,0.0,completed,150.0,0.9327,0.9527,0.9876,0.8776
LOG-005190,BCH-01407,EQ-301,PLT-003,Step 1 – Granulation,2024-02-05 01:06:19,2024-02-05 02:36:19,90,90.0,0.0,completed,90.0,0.9423,0.9748,0.9982,0.9169
LOG-005191,BCH-01407,EQ-302,PLT-003,Step 2 – Blending,2024-02-05 02:36:19,2024-02-05 03:36:19,60,60.0,0.0,completed,60.0,0.9877,0.9345,0.9451,0.8723
LOG-005192,BCH-01407,EQ-303,PLT-003,Step 3 – Compression,2024-02-05 03:36:19,2024-02-05 05:36:19,120,120.0,0.0,completed,120.0,0.9676,0.9494,0.9416,0.865
LOG-005193,BCH-01407,EQ-304,PLT-003,Step 4 – Coating,2024-02-05 05:36:19,2024-02-05 08:06:19,150,150.0,0.0,completed,150.0,0.959,0.9802,0.9634,0.9056
LOG-005194,BCH-01408,EQ-301,PLT-003,Step 1 – Granulation,2024-02-05 02:45:06,2024-02-05 04:15:06,90,90.0,0.0,completed,90.0,0.9411,0.9454,0.9142,0.8134
LOG-005195,BCH-01408,EQ-302,PLT-003,Step 2 – Blending,2024-02-05 04:15:06,2024-02-05 05:15:06,60,60.0,0.0,completed,60.0,0.9521,0.9152,0.9272,0.8079
LOG-005196,BCH-01408,EQ-303,PLT-003,Step 3 – Compression,2024-02-05 05:15:06,2024-02-05 07:15:06,120,120.0,0.0,completed,120.0,0.9456,0.9602,0.9235,0.8385
LOG-005197,BCH-01408,EQ-304,PLT-003,Step 4 – Coating,2024-02-05 07:15:06,2024-02-05 09:45:06,150,150.0,0.0,completed,150.0,0.9246,0.9595,0.9276,0.8229
LOG-005198,BCH-01409,EQ-301,PLT-003,Step 1 – Granulation,2024-02-05 07:39:55,2024-02-05 09:09:55,90,90.0,0.0,completed,90.0,0.9415,0.9518,0.9494,0.8508
LOG-005199,BCH-01409,EQ-302,PLT-003,Step 2 – Blending,2024-02-05 09:09:55,2024-02-05 10:09:55,60,60.0,0.0,completed,60.0,0.9378,0.9555,0.9119,0.8171
LOG-005200,BCH-01409,EQ-303,PLT-003,Step 3 – Compression,2024-02-05 10:09:55,2024-02-05 13:17:58,120,188.0,68.0,completed,120.0,0.8477,0.8041,0.9404,0.641
LOG-005201,BCH-01409,EQ-304,PLT-003,Step 4 – Coating,2024-02-05 13:17:58,2024-02-05 15:47:58,150,150.0,0.0,completed,150.0,0.9535,0.9399,0.9229,0.8271
LOG-005202,BCH-01410,EQ-301,PLT-003,Step 1 – Granulation,2024-02-05 07:46:49,2024-02-05 09:16:49,90,90.0,0.0,completed,90.0,0.933,0.9577,0.9297,0.8307
LOG-005203,BCH-01410,EQ-302,PLT-003,Step 2 – Blending,2024-02-05 09:16:49,2024-02-05 10:16:49,60,60.0,0.0,completed,60.0,0.9313,0.9498,0.9012,0.7972
LOG-005204,BCH-01410,EQ-303,PLT-003,Step 3 – Compression,2024-02-05 10:16:49,2024-02-05 12:16:49,120,120.0,0.0,completed,120.0,0.9636,0.9478,0.9634,0.8799
LOG-005205,BCH-01410,EQ-304,PLT-003,Step 4 – Coating,2024-02-05 12:16:49,2024-02-05 14:46:49,150,150.0,0.0,completed,150.0,0.9171,0.9429,0.9887,0.855
LOG-005206,BCH-01411,EQ-301,PLT-003,Step 1 – Granulation,2024-02-06 07:24:56,2024-02-06 08:54:56,90,90.0,0.0,completed,90.0,0.9397,0.9524,0.9357,0.8374
LOG-005207,BCH-01411,EQ-302,PLT-003,Step 2 – Blending,2024-02-06 08:54:56,2024-02-06 09:54:56,60,60.0,0.0,completed,60.0,0.9531,0.9705,0.9393,0.8688
LOG-005208,BCH-01411,EQ-303,PLT-003,Step 3 – Compression,2024-02-06 09:54:56,2024-02-06 11:54:56,120,120.0,0.0,completed,120.0,0.9379,0.9762,0.9573,0.8765
LOG-005209,BCH-01411,EQ-304,PLT-003,Step 4 – Coating,2024-02-06 11:54:56,2024-02-06 14:30:47,150,155.8,5.8,completed,150.0,0.9697,0.9291,0.9241,0.8326
LOG-005210,BCH-01412,EQ-301,PLT-003,Step 1 – Granulation,2024-02-06 10:16:30,2024-02-06 12:22:35,90,126.1,36.1,completed,90.0,0.8842,0.8845,0.9073,0.7096
LOG-005211,BCH-01412,EQ-302,PLT-003,Step 2 – Blending,2024-02-06 12:22:35,2024-02-06 13:50:53,60,88.3,28.3,completed,60.0,0.8653,0.8626,0.9128,0.6813
LOG-005212,BCH-01412,EQ-303,PLT-003,Step 3 – Compression,2024-02-06 13:50:53,2024-02-06 15:55:53,120,125.0,5.0,completed,120.0,0.9486,0.9013,0.9215,0.7879
LOG-005213,BCH-01412,EQ-304,PLT-003,Step 4 – Coating,2024-02-06 15:55:53,2024-02-06 18:25:53,150,150.0,0.0,completed,150.0,0.96,0.938,0.9805,0.8829
LOG-005214,BCH-01413,EQ-301,PLT-003,Step 1 – Granulation,2024-02-06 12:23:11,2024-02-06 13:53:11,90,90.0,0.0,completed,90.0,0.9377,0.9308,0.9614,0.8391
LOG-005215,BCH-01413,EQ-302,PLT-003,Step 2 – Blending,2024-02-06 13:53:11,2024-02-06 15:14:56,60,81.7,21.7,completed,60.0,0.8584,0.8785,0.9284,0.7001
LOG-005216,BCH-01413,EQ-303,PLT-003,Step 3 – Compression,2024-02-06 15:14:56,2024-02-06 17:14:56,120,120.0,0.0,completed,120.0,0.926,0.9393,0.9563,0.8318
LOG-005217,BCH-01413,EQ-304,PLT-003,Step 4 – Coating,2024-02-06 17:14:56,2024-02-06 19:44:56,150,150.0,0.0,completed,150.0,0.9179,0.9098,0.9645,0.8055
LOG-005218,BCH-01414,EQ-301,PLT-003,Step 1 – Granulation,2024-02-06 14:28:51,2024-02-06 15:58:51,90,90.0,0.0,completed,90.0,0.9441,0.9648,0.915,0.8334
LOG-005219,BCH-01414,EQ-302,PLT-003,Step 2 – Blending,2024-02-06 15:58:51,2024-02-06 17:32:08,60,93.3,33.3,completed,60.0,0.8392,0.8302,0.9416,0.656
LOG-005220,BCH-01414,EQ-303,PLT-003,Step 3 – Compression,2024-02-06 17:32:08,2024-02-06 19:32:08,120,120.0,0.0,completed,120.0,0.9493,0.8941,0.9142,0.7759
LOG-005221,BCH-01414,EQ-304,PLT-003,Step 4 – Coating,2024-02-06 19:32:08,2024-02-06 22:02:08,150,150.0,0.0,completed,150.0,0.9882,0.9799,0.9359,0.9063
LOG-005222,BCH-01415,EQ-301,PLT-003,Step 1 – Granulation,2024-02-06 19:44:36,2024-02-06 21:14:36,90,90.0,0.0,completed,90.0,0.9186,0.9433,0.9561,0.8285
LOG-005223,BCH-01415,EQ-302,PLT-003,Step 2 – Blending,2024-02-06 21:14:36,2024-02-06 22:14:36,60,60.0,0.0,completed,60.0,0.9472,0.9276,0.9835,0.8641
LOG-005224,BCH-01415,EQ-303,PLT-003,Step 3 – Compression,2024-02-06 22:14:36,2024-02-07 00:14:36,120,120.0,0.0,completed,120.0,0.9987,0.9435,0.963,0.9074
LOG-005225,BCH-01415,EQ-304,PLT-003,Step 4 – Coating,2024-02-07 00:14:36,2024-02-07 02:44:36,150,150.0,0.0,completed,150.0,0.9355,0.9393,0.8889,0.7811
LOG-005226,BCH-01416,EQ-301,PLT-003,Step 1 – Granulation,2024-02-06 20:37:15,2024-02-06 22:07:15,90,90.0,0.0,completed,90.0,0.9189,0.9045,0.9314,0.7741
LOG-005227,BCH-01416,EQ-302,PLT-003,Step 2 – Blending,2024-02-06 22:07:15,2024-02-06 23:07:15,60,60.0,0.0,completed,60.0,0.9438,0.9214,0.9424,0.8195
LOG-005228,BCH-01416,EQ-303,PLT-003,Step 3 – Compression,2024-02-06 23:07:15,2024-02-07 01:07:15,120,120.0,0.0,completed,120.0,0.9287,0.9622,0.9569,0.8551
LOG-005229,BCH-01416,EQ-304,PLT-003,Step 4 – Coating,2024-02-07 01:07:15,2024-02-07 04:16:30,150,189.3,39.3,completed,150.0,0.8967,0.8786,0.9577,0.7545
LOG-005230,BCH-01417,EQ-301,PLT-003,Step 1 – Granulation,2024-02-07 06:22:53,2024-02-07 08:28:31,90,125.6,35.6,completed,90.0,0.8639,0.8889,0.9396,0.7215
LOG-005231,BCH-01417,EQ-302,PLT-003,Step 2 – Blending,2024-02-07 08:28:31,2024-02-07 09:43:37,60,75.1,15.1,completed,59.99999999999999,0.847,0.8957,0.9677,0.7342
LOG-005232,BCH-01417,EQ-303,PLT-003,Step 3 – Compression,2024-02-07 09:43:37,2024-02-07 11:43:37,120,120.0,0.0,completed,120.0,0.9554,0.8707,0.9361,0.7787
LOG-005233,BCH-01417,EQ-304,PLT-003,Step 4 – Coating,2024-02-07 11:43:37,2024-02-07 14:13:37,150,150.0,0.0,completed,150.0,0.9337,0.9275,0.9075,0.7859
LOG-005234,BCH-01418,EQ-301,PLT-003,Step 1 – Granulation,2024-02-07 21:55:10,2024-02-07 23:39:29,90,104.3,14.3,completed,90.0,0.8823,0.8906,0.9285,0.7296
LOG-005235,BCH-01418,EQ-302,PLT-003,Step 2 – Blending,2024-02-07 23:39:29,2024-02-08 00:39:29,60,60.0,0.0,completed,60.0,0.9625,0.9488,0.9928,0.9066
LOG-005236,BCH-01418,EQ-303,PLT-003,Step 3 – Compression,2024-02-08 00:39:29,2024-02-08 03:26:22,120,166.9,46.9,completed,120.0,0.8608,0.8087,0.9604,0.6686
LOG-005237,BCH-01418,EQ-304,PLT-003,Step 4 – Coating,2024-02-08 03:26:22,2024-02-08 06:12:51,150,166.5,16.5,completed,150.0,0.8798,0.9354,0.9563,0.787
LOG-005238,BCH-01419,EQ-301,PLT-003,Step 1 – Granulation,2024-02-08 01:50:25,2024-02-08 03:28:00,90,97.6,7.6,completed,90.0,0.8855,0.9281,0.9384,0.7712
LOG-005239,BCH-01419,EQ-302,PLT-003,Step 2 – Blending,2024-02-08 03:28:00,2024-02-08 04:28:00,60,60.0,0.0,completed,60.0,0.9396,0.9794,0.9112,0.8385
LOG-005240,BCH-01419,EQ-303,PLT-003,Step 3 – Compression,2024-02-08 04:28:00,2024-02-08 07:12:45,120,164.7,44.7,completed,120.0,0.8358,0.8665,0.9369,0.6785
LOG-005241,BCH-01419,EQ-304,PLT-003,Step 4 – Coating,2024-02-08 07:12:45,2024-02-08 09:42:45,150,150.0,0.0,completed,150.0,0.965,0.9499,0.928,0.8507
LOG-005242,BCH-01420,EQ-301,PLT-003,Step 1 – Granulation,2024-02-08 21:25:20,2024-02-08 22:55:20,90,90.0,0.0,completed,90.0,0.9461,0.9731,0.9417,0.867
LOG-005243,BCH-01420,EQ-302,PLT-003,Step 2 – Blending,2024-02-08 22:55:20,2024-02-09 00:42:09,60,106.8,46.8,completed,60.0,0.8117,0.8438,0.9235,0.6325
LOG-005244,BCH-01420,EQ-303,PLT-003,Step 3 – Compression,2024-02-09 00:42:09,2024-02-09 03:15:17,120,153.1,33.1,completed,120.0,0.846,0.8582,0.9564,0.6944
LOG-005245,BCH-01420,EQ-304,PLT-003,Step 4 – Coating,2024-02-09 03:15:17,2024-02-09 06:07:34,150,172.3,22.3,completed,150.0,0.9158,0.9156,0.9277,0.7779
LOG-005246,BCH-01421,EQ-301,PLT-003,Step 1 – Granulation,2024-02-09 10:16:53,2024-02-09 11:46:53,90,90.0,0.0,completed,90.0,0.9267,0.9363,0.9147,0.7937
LOG-005247,BCH-01421,EQ-302,PLT-003,Step 2 – Blending,2024-02-09 11:46:53,2024-02-09 12:46:53,60,60.0,0.0,completed,60.0,0.9267,0.9189,0.9348,0.796
LOG-005248,BCH-01421,EQ-303,PLT-003,Step 3 – Compression,2024-02-09 12:46:53,2024-02-09 14:46:53,120,120.0,0.0,completed,120.0,0.9543,0.9509,0.9839,0.8928
LOG-005249,BCH-01421,EQ-304,PLT-003,Step 4 – Coating,2024-02-09 14:46:53,2024-02-09 17:16:53,150,150.0,0.0,completed,150.0,0.9664,0.9572,0.9274,0.8579
LOG-005250,BCH-01422,EQ-301,PLT-003,Step 1 – Granulation,2024-02-09 15:19:27,2024-02-09 16:49:27,90,90.0,0.0,completed,90.0,0.95,0.9113,0.9387,0.8127
LOG-005251,BCH-01422,EQ-302,PLT-003,Step 2 – Blending,2024-02-09 16:49:27,2024-02-09 17:49:27,60,60.0,0.0,completed,60.0,0.9228,0.9388,0.9307,0.8063
LOG-005252,BCH-01422,EQ-303,PLT-003,Step 3 – Compression,2024-02-09 17:49:27,2024-02-09 19:49:27,120,120.0,0.0,completed,120.0,0.9272,0.9298,0.9189,0.7922
LOG-005253,BCH-01422,EQ-304,PLT-003,Step 4 – Coating,2024-02-09 19:49:27,2024-02-09 22:19:27,150,150.0,0.0,completed,150.0,0.8992,0.9264,0.8971,0.7473
LOG-005254,BCH-01423,EQ-301,PLT-003,Step 1 – Granulation,2024-02-09 22:57:33,2024-02-10 00:27:33,90,90.0,0.0,completed,90.0,0.9898,0.9668,0.9701,0.9283
LOG-005255,BCH-01423,EQ-302,PLT-003,Step 2 – Blending,2024-02-10 00:27:33,2024-02-10 01:27:33,60,60.0,0.0,completed,60.0,0.9752,0.9199,0.9108,0.8171
LOG-005256,BCH-01423,EQ-303,PLT-003,Step 3 – Compression,2024-02-10 01:27:33,2024-02-10 03:27:33,120,120.0,0.0,completed,120.0,0.9455,0.9138,0.9495,0.8204
LOG-005257,BCH-01423,EQ-304,PLT-003,Step 4 – Coating,2024-02-10 03:27:33,2024-02-10 05:57:33,150,150.0,0.0,completed,150.0,0.9338,0.9339,0.9633,0.8401
LOG-005258,BCH-01424,EQ-301,PLT-003,Step 1 – Granulation,2024-02-10 07:17:45,2024-02-10 08:47:45,90,90.0,0.0,completed,90.0,0.9163,0.9827,0.9285,0.8361
LOG-005259,BCH-01424,EQ-302,PLT-003,Step 2 – Blending,2024-02-10 08:47:45,2024-02-10 09:47:45,60,60.0,0.0,completed,60.0,0.9231,0.9591,0.9524,0.8432
LOG-005260,BCH-01424,EQ-303,PLT-003,Step 3 – Compression,2024-02-10 09:47:45,2024-02-10 11:47:45,120,120.0,0.0,completed,120.0,0.9532,0.9732,0.9473,0.8788
LOG-005261,BCH-01424,EQ-304,PLT-003,Step 4 – Coating,2024-02-10 11:47:45,2024-02-10 14:17:45,150,150.0,0.0,completed,150.0,0.9674,0.9186,0.9025,0.802
LOG-005262,BCH-01425,EQ-301,PLT-003,Step 1 – Granulation,2024-02-10 19:12:41,2024-02-10 20:42:41,90,90.0,0.0,completed,90.0,0.9409,0.9327,0.9228,0.8098
LOG-005263,BCH-01425,EQ-302,PLT-003,Step 2 – Blending,2024-02-10 20:42:41,2024-02-10 21:42:41,60,60.0,0.0,completed,60.0,0.946,0.9002,0.9588,0.8165
LOG-005264,BCH-01425,EQ-303,PLT-003,Step 3 – Compression,2024-02-10 21:42:41,2024-02-10 23:42:41,120,120.0,0.0,completed,120.0,0.9543,0.9212,0.9598,0.8438
LOG-005265,BCH-01425,EQ-304,PLT-003,Step 4 – Coating,2024-02-10 23:42:41,2024-02-11 02:12:41,150,150.0,0.0,completed,150.0,0.9493,0.9123,0.9105,0.7885
LOG-005266,BCH-01426,EQ-301,PLT-003,Step 1 – Granulation,2024-02-10 20:16:42,2024-02-10 22:22:18,90,125.6,35.6,completed,90.0,0.8862,0.8486,0.9278,0.6977
LOG-005267,BCH-01426,EQ-302,PLT-003,Step 2 – Blending,2024-02-10 22:22:18,2024-02-10 23:29:56,60,67.6,7.6,completed,59.99999999999999,0.9347,0.933,0.9469,0.8258
LOG-005268,BCH-01426,EQ-303,PLT-003,Step 3 – Compression,2024-02-10 23:29:56,2024-02-11 01:29:56,120,120.0,0.0,completed,120.0,0.9719,0.9653,0.9293,0.8718
LOG-005269,BCH-01426,EQ-304,PLT-003,Step 4 – Coating,2024-02-11 01:29:56,2024-02-11 03:59:56,150,150.0,0.0,completed,150.0,0.9372,0.9362,0.9645,0.8463
